Scheme Name,Net Asset Value,
,,
Axis Balanced Advantage Fund - Direct Plan - Growth,15.14,
Axis Balanced Advantage Fund - Direct Plan - IDCW,11.14,
Axis Balanced Advantage Fund - Regular Plan - Growth,13.98,
Axis Balanced Advantage Fund - Regular Plan - IDCW,10.61,
,,
,,
,,
BANDHAN Balanced Advantage Fund Direct Plan Growth,19.619,
BANDHAN Balanced Advantage Fund Direct Plan IDCW,13.731,
BANDHAN Balanced Advantage Fund Regular Plan Growth,17.491,
BANDHAN Balanced Advantage Fund Regular Plan IDCW,12.318,
,,
,,
,,
BANK OF INDIA BALANCED ADVANTAGE FUND  DIRECT PLAN IDCW,11.6171,
BANK OF INDIA BALANCED ADVANTAGE FUND  REGULAR PLAN IDCW,12.7004,
BANK OF INDIA BALANCED ADVANTAGE FUND DIRECT PLAN  GROWTH,19.2121,
BANK OF INDIA BALANCED ADVANTAGE FUND REGULAR PLAN  GROWTH,18.2037,
,,
,,
,,
Baroda BNP Paribas Balanced Advantage Fund-Direct Plan-Growth Option,17.4709,
Baroda BNP Paribas Balanced Advantage Fund-Direct Plan-IDCW Option,15.1921,
Baroda BNP Paribas Balanced Advantage Fund-Regular Plan -Growth Option,16.432,
Baroda BNP Paribas Balanced Advantage Fund-Regular Plan-IDCW Option,14.2523,
,,
,,
,,
DSP Dynamic Asset Allocation Fund - Direct Plan - Growth,21.766,
DSP Dynamic Asset Allocation Fund - Direct Plan - IDCW - Monthly,12.719,
DSP Dynamic Asset Allocation Fund - Regular Plan - Growth,19.538,
DSP Dynamic Asset Allocation Fund - Regular Plan - IDCW - Monthly,11.274,
,,
,,
,,
Edelweiss Balanced Advantage Fund - Direct Plan - Monthly - IDCW Option,22.14,
Edelweiss Balanced Advantage Fund - Direct Plan - Quarterly - IDCW Option,21.53,
Edelweiss Balanced Advantage Fund - Regular Plan - Growth Option,35.88,
Edelweiss Balanced Advantage Fund - Regular Plan - Monthly - IDCW Option,19.15,
Edelweiss Balanced Advantage Fund - Regular Plan - Quarterly - IDCW Option,16.91,
Edelweiss Balanced Advantage Fund -Direct Plan-Growth Option,39.68,
,,
,,
,,
Franklin India Balanced Advantage Fund- Growth,9.9988,
Franklin India Balanced Advantage Fund- Growth- Direct,10.0972,
Franklin India Balanced Advantage Fund- IDCW,9.9988,
Franklin India Balanced Advantage Fund- IDCW- Direct,10.0972,
,,
,,
,,
HDFC Balanced Advantage Fund - Growth Plan,321.314,
HDFC Balanced Advantage Fund - Growth Plan - Direct Plan,342.392,
HDFC Balanced Advantage Fund - IDCW Plan,29.345,
HDFC Balanced Advantage Fund - IDCW Plan - Direct Plan,32.978,
,,
,,
,,
HSBC Balanced Advantage Fund - Direct Growth,34.9024,
HSBC Balanced Advantage Fund - Direct IDCW,19.2624,
HSBC Balanced Advantage Fund - Regular Growth,31.0779,
HSBC Balanced Advantage Fund - Regular IDCW,16.8188,
,,
,,
,,
ICICI Prudential Balanced Advantage Fund - Direct Plan -  Growth,57.25,
ICICI Prudential Balanced Advantage Fund - Direct Plan -  IDCW,23.47,
ICICI Prudential Balanced Advantage Fund - Direct Plan - Monthly IDCW,19.98,
ICICI Prudential Balanced Advantage Fund - Direct Plan - Quarterly IDCW,18.08,
ICICI Prudential Balanced Advantage Fund - Growth,52.04,
ICICI Prudential Balanced Advantage Fund - IDCW,16.22,
ICICI Prudential Balanced Advantage Fund - Monthly IDCW,17.24,
ICICI Prudential Balanced Advantage Fund - Quarterly IDCW,16.38,
,,
,,
,,
Invesco India Dynamic Equity Fund - Direct Plan - Growth,42.71,
Invesco India Dynamic Equity Fund - Direct Plan - IDCW (Payout / Reinvestment),19.47,
Invesco India Dynamic Equity Fund - Growth,37.18,
Invesco India Dynamic Equity Fund - IDCW (Payout / Reinvestment),17.03,
,,
,,
,,
ITI Balanced Advantage Fund - Direct Plan - Growth Option,11.0966,
ITI Balanced Advantage Fund - Direct Plan - IDCW Option,11.0966,
ITI Balanced Advantage Fund - Regular Plan - Growth Option,10.3755,
ITI Balanced Advantage Fund - Regular Plan - IDCW Option,10.3755,
,,
,,
,,
Kotak Balanced Advantage Fund  - Direct Plan -Growth Option,15.661,
Kotak Balanced Advantage Fund - Regular Plan - Payout of Income Distribution cum capital withdrawal option Option,14.826,
Kotak Balanced Advantage Fund -Direct Plan  -Payout of Income Distribution cum capital withdrawal option,15.661,
Kotak Balanced Advantage Fund -Regular Plan - Growth Option,14.826,
,,
,,
,,
LIC MF Balanced Advantage Fund-Direct Plan-Growth,10.4286,
LIC MF Balanced Advantage Fund-Direct Plan-IDCW,10.2749,
LIC MF Balanced Advantage Fund-Regular Plan-Growth,10.179,
LIC MF Balanced Advantage Fund-Regular Plan-IDCW,10.179,
,,
,,
,,
Mahindra Manulife Balanced Advantage Fund - Direct Plan - Growth,10.1265,
Mahindra Manulife Balanced Advantage Fund - Direct Plan - IDCW,10.1265,
Mahindra Manulife Balanced Advantage Fund - Regular Plan - Growth,9.8894,
Mahindra Manulife Balanced Advantage Fund - Regular Plan - IDCW,9.8894,
,,
,,
,,
Mirae Asset Balanced Advantage Fund Direct Plan- Growth,10.035,
Mirae Asset Balanced Advantage Fund Direct Plan- IDCW,10.033,
Mirae Asset Balanced Advantage Fund Regular Plan IDCW,9.944,
Mirae Asset Balanced Advantage Fund Regular Plan- Growth,9.946,
,,
,,
,,
Motilal Oswal Balance Advantage Fund  (MOFDYNAMIC) - Direct Plan - Growth Option,15.8527,
Motilal Oswal Balance Advantage Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option,12.5261,
Motilal Oswal Balance Advantage Fund (MOFDYNAMIC) - Regular Plan - Growth Option,14.6934,
Motilal Oswal Balance Advantage Fund Direct - Annual IDCW Payout/Reinvestment,12.9696,
Motilal Oswal Balance Advantage Fund Direct - Quarterly IDCW Payout/Reinvestment,10.9123,
Motilal Oswal Balance Advantage Fund Regular - Quarterly IDCW Payout/Reinvestment,10.52,
,,
,,
,,
NJ Balanced Advantage Fund - Direct Plan - Growth Option,10,
NJ Balanced Advantage Fund - Direct Plan - IDCW Payout Option,10,
NJ Balanced Advantage Fund - Regular Plan - Growth Option,9.82,
NJ Balanced Advantage Fund - Regular Plan - IDCW Payout Option,9.82,
,,
,,
,,
PGIM India Balanced Advantage Fund -  Direct Plan - Growth Option,11.83,
PGIM India Balanced Advantage Fund - Direct Plan - Dividend Option,11.16,
PGIM India Balanced Advantage Fund - Regular Plan - Dividend Option,10.74,
PGIM India Balanced Advantage Fund - Regular Plan - Growth Option,11.39,
,,
,,
,,
SBI Balanced Advantage Fund - Direct Plan - Growth,10.97,
SBI Balanced Advantage Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),10.9706,
SBI Balanced Advantage Fund - Regular Plan - Growth,10.7814,
SBI Balanced Advantage Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),10.7816,
SBI Dynamic Asset Allocation Fund - Direct Plan - Growth,16.8439,
SBI Dynamic Asset Allocation Fund - Regular Plan - Growth,15.9463,
SBI Dynamic Asset Allocation Fund- Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),16.8235,
SBI Dynamic Asset Allocation Fund- Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),15.9495,
,,
,,
,,
Shriram Balanced Advantage Fund - Direct Growth,13.947,
Shriram Balanced Advantage Fund - Direct- IDCW,13.8948,
Shriram Balanced Advantage Fund - Regular Growth,12.9964,
Shriram Balanced Advantage Fund - Regular-IDCW,12.9973,
,,
,,
,,
Sundaram Balanced Advantage Fund ( Formerly Known as Principal Balanced Advantage Fund) - Direct Plan - Growth Option,28.9841,
Sundaram Balanced Advantage Fund (Formerly Known as Principal Balanced Advantage Fund) - Direct Plan - Monthly Income Distribution CUM Capital Withdrawal Option,16.1672,
Sundaram Balanced Advantage Fund (Formerly Known as Principal Balanced Advantage Fund) - Growth Option,25.5598,
Sundaram Balanced Advantage Fund (Formerly Known as Principal Balanced Advantage Fund) - Monthly Income Distribution CUM Capital Withdrawal Option,13.6837,
,,
,,
,,
TATA Balanced Advantage Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,16.1943,
TATA Balanced Advantage Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,16.1943,
TATA Balanced Advantage Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,15.0918,
TATA Balanced Advantage Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option,15.0918,
Tata Balanced Advantage Fund-Direct Plan-Growth,16.1943,
Tata Balanced Advantage Fund-Regular Plan-Growth,15.0918,
,,
,,
,,
Union Balanced Advantage Fund - Direct Plan - Growth Option,15.9,
Union Balanced Advantage Fund - Direct Plan - IDCW Option,15.9,
Union Balanced Advantage Fund - Regular Plan - Growth Option,15.16,
Union Balanced Advantage Fund - Regular Plan - IDCW Option,15.16,
,,
,,
,,
UTI - Unit Linked Insurance Plan,31.7701,
UTI - Unit Linked Insurance Plan- Direct,33.815,
,,
,,
,,
WhiteOak Capital Balanced Advantage Fund Direct Plan Growth,9.771,
WhiteOak Capital Balanced Advantage Fund Regular Plan Growth,9.755,
,,
,,
,,
,,
,,
Aditya Birla Sun Life Equity Savings Fund - Direct - IDCW,14.23,
Aditya Birla Sun Life Equity Savings Fund - Direct Plan - Growth,18.65,
Aditya Birla Sun Life Equity Savings Fund - Regular - IDCW,12.27,
Aditya Birla Sun Life Equity Savings Fund - Regular Plan - Growth,17.08,
,,
,,
,,
Axis Equity Saver Fund - Direct Plan - Growth,18.27,
Axis Equity Saver Fund - Direct Plan - Monthly IDCW,12.19,
Axis Equity Saver Fund - Direct Plan - Quarterly IDCW,12.56,
Axis Equity Saver Fund - Direct Plan - Regular IDCW,11.96,
Axis Equity Saver Fund - Regular Plan - Growth,16.62,
Axis Equity Saver Fund - Regular Plan - Monthly IDCW,10.91,
Axis Equity Saver Fund - Regular Plan - Quarterly IDCW,11.23,
Axis Equity Saver Fund - Regular Plan - Regular IDCW,11.43,
,,
,,
,,
BANDHAN Equity Savings Fund - Regular Plan - Growth,25.348,
BANDHAN Equity Savings Fund - Regular Plan - Monthly IDCW,13.906,
BANDHAN Equity Savings Fund - Regular Plan -Annual IDCW,12.445,
BANDHAN Equity Savings Fund -B-DIVIDEND,12.36084532,
BANDHAN Equity Savings Fund -B-GROWTH,16.0114,
BANDHAN Equity Savings Fund- Regular Plan -Quarterly IDCW,12.072,
BANDHAN Equity Savings Fund-Direct Plan -Quarterly IDCW,12.347,
BANDHAN Equity Savings Fund-Direct Plan-Annual IDCW,13.431,
BANDHAN Equity Savings Fund-Direct Plan-Growth,27.514,
BANDHAN Equity Savings Fund-Direct Plan-Monthly IDCW,15.057,
,,
,,
,,
Baroda BNP Paribas Equity Savings Fund - Direct Plan - Growth,13.0919,
Baroda BNP Paribas Equity Savings Fund - Direct Plan - IDCW,12.2977,
Baroda BNP Paribas Equity Savings Fund - Regular Plan - Growth,12.5857,
Baroda BNP Paribas Equity Savings Fund - Regular Plan - IDCW,11.8204,
,,
,,
,,
DSP Equity Savings Fund - Direct Plan - Growth,18.123,
DSP Equity Savings Fund - Direct Plan - IDCW,12.502,
DSP Equity Savings Fund - Direct Plan - IDCW - Monthly,14.639,
DSP Equity Savings Fund - Direct Plan - IDCW - Quarterly,14.646,
DSP Equity Savings Fund - Regular Plan - Growth,16.489,
DSP Equity Savings Fund - Regular Plan - IDCW,11.597,
DSP Equity Savings Fund - Regular Plan - IDCW - Monthly,12.242,
DSP Equity Savings Fund - Regular Plan - IDCW - Quarterly,12.312,
,,
,,
,,
Edelweiss Equity Savings Fund - Direct Plan - Bonus Option,20.1977,
Edelweiss Equity Savings Fund - Direct Plan - Growth Option,20.1892,
Edelweiss Equity Savings Fund - Direct Plan - IDCW Option,14.6758,
Edelweiss Equity Savings Fund - Direct Plan - Monthly - IDCW Option,13.7569,
Edelweiss Equity Savings Fund - Regular Plan - Bonus Option,18.7507,
Edelweiss Equity Savings Fund - Regular Plan - Growth Option,18.738,
Edelweiss Equity Savings Fund - Regular Plan - IDCW Option,12.9504,
Edelweiss Equity Savings Fund - Regular Plan - Monthly - IDCW Option,12.648,
,,
,,
,,
Franklin India Equity Savings Fund - Direct - IDCW ,12.6143,
Franklin India Equity Savings Fund - Direct - Monthly - IDCW,12.1588,
Franklin India Equity Savings Fund - Direct - Quarterly - IDCW,11.8976,
Franklin India Equity Savings Fund - IDCW ,11.7132,
Franklin India Equity Savings Fund - Monthly - IDCW,11.4545,
Franklin India Equity Savings Fund - Quarterly - IDCW,11.0202,
Franklin India Equity Savings Fund- Growth,13.0514,
Franklin India Equity Savings Fund- Growth Direct,13.9757,
,,
,,
,,
HDFC Equity Savings Fund - Growth Option - Direct Plan,54.866,
HDFC Equity Savings Fund - GROWTH PLAN,50.096,
HDFC Equity Savings Fund - IDCW Option - Direct Plan,13.297,
HDFC Equity Savings Fund - IDCW PLAN,11.677,
,,
,,
,,
HSBC Equity Savings Fund - Direct Growth,25.5568,
HSBC Equity Savings Fund - Direct Monthly IDCW,14.1596,
HSBC Equity Savings Fund - Direct Quarterly IDCW,14.8111,
HSBC Equity Savings Fund - Regular Growth,23.5226,
HSBC Equity Savings Fund - Regular Monthly IDCW,12.7323,
HSBC Equity Savings Fund - Regular Quarterly IDCW,13.6906,
,,
,,
,,
ICICI Prudential Equity Savings Fund - Cumulative option,18.08,
ICICI Prudential Equity Savings Fund - Direct Plan - Cumulative option,19.19,
ICICI Prudential Equity Savings Fund - Direct Plan - Half Yearly IDCW,15.6,
ICICI Prudential Equity Savings Fund - Direct Plan - Monthly IDCW,14.38,
ICICI Prudential Equity Savings Fund - Direct Plan - Quarterly IDCW,13.95,
ICICI Prudential Equity Savings Fund - Half Yearly IDCW,14.35,
ICICI Prudential Equity Savings Fund - Monthly IDCW,12.17,
ICICI Prudential Equity Savings Fund - Quarterly IDCW,12.13,
,,
,,
,,
IDBI Equity Savings Fund Growth Option,20.9614,
IDBI Equity Savings Fund Growth Option Direct,23.1041,
IDBI Equity Savings Fund IDCW Option,16.5149,
IDBI Equity Savings Fund IDCW Option Direct,15.6121,
IDBI Equity Savings Fund Option Direct,12.8773,
IDBI Equity Savings Fund Quarterly IDCW Option,15.614,
,,
,,
,,
Invesco India Equity Savings Fund - Direct Plan - Growth,13.251,
Invesco India Equity Savings Fund - Direct Plan - IDCW (Payout / Reinvestment),13.2104,
Invesco India Equity Savings Fund - Regular Plan - Growth,12.3547,
Invesco India Equity Savings Fund - Regular Plan - IDCW (Payout / Reinvestment),12.3541,
,,
,,
,,
Kotak Equity Savings Fund - Direct - Growth,20.8618,
Kotak Equity Savings Fund - Direct - Monthly Payout of Income Distribution cum capital withdrawal option,15.0525,
Kotak Equity Savings Fund - Regular - Growth,19.4856,
Kotak Equity Savings Fund - Regular - Monthly Payout of Income Distribution cum capital withdrawal option,14.3295,
,,
,,
,,
Mahindra Manulife Equity Savings Fund - Direct Plan -Growth,17.4823,
Mahindra Manulife Equity Savings Fund - Regular Plan - Growth,15.5731,
Mahindra Manulife Equity Savings Fund -Direct Plan -Dividend,13.7589,
Mahindra Manulife Equity Savings Fund -Regular Plan -Dividend,11.9619,
,,
,,
,,
Mirae Asset Equity Savings Fund Direct IDCW,12.15,
Mirae Asset Equity Savings Fund Regular IDCW,11.497,
Mirae Asset Equity Savings Fund- Direct Plan- Growth,15.545,
Mirae Asset Equity Savings Fund- Regular Plan- Growth,14.857,
,,
,,
,,
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - Direct Plan - IDCW Option,0,
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - Direct Plan - MONTHLY IDCW Option,0,
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - Direct Plan - QUARTERLY IDCW Option,0,
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - IDCW Option,0,
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY IDCW Option,0,
NIPPON INDIA EQUITY SAVINGS FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option,0,
NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - IDCW Option,11.7147,
NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - MONTHLY IDCW Option,11.5456,
NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - QUARTERLY IDCW Option,11.5347,
NIPPON INDIA EQUITY SAVINGS FUND - IDCW Option,10.8012,
NIPPON INDIA EQUITY SAVINGS FUND - MONTHLY IDCW Option,10.6544,
NIPPON INDIA EQUITY SAVINGS FUND - QUARTERLY IDCW Option,10.647,
Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan - Bonus Option,0.3021,
Nippon India Equity Savings Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan - Growth Option,0.3021,
NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option,0.2604,
NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - MONTHLY IDCW Option,0.2566,
NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option,0.2564,
Nippon India Equity Savings Fund - Segregated Portfolio 1 - Growth Plan - Bonus Option,0.2885,
Nippon India Equity Savings Fund - Segregated Portfolio 1 - Growth Plan - Growth Option,0.2885,
NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - IDCW Option,0.2471,
NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - MONTHLY IDCW Option,0.2437,
NIPPON INDIA EQUITY SAVINGS FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option,0.2436,
Nippon India Equity Savings Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Bonus Option,0,
Nippon India Equity Savings Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Growth Option,0,
Nippon India Equity Savings Fund - Segregated Portfolio 2 - Growth Plan - Bonus Option,0,
Nippon India Equity Savings Fund - Segregated Portfolio 2 - Growth Plan - Growth Option,0,
Nippon India Equity Savings Fund- Direct Plan- Growth Plan- Bonus Option,13.5898,
Nippon India Equity Savings Fund- Direct Plan- Growth Plan-Growth Option,13.5898,
Nippon India Equity Savings Fund- Growth Plan- Bonus Option,12.6089,
Nippon India Equity Savings Fund- Growth Plan- Growth Option,12.6089,
,,
,,
,,
PGIM India Equity Savings Fund - Annual Dividend option,15.514,
PGIM India Equity Savings Fund - Direct Plan - Annual Dividend,16.1031,
PGIM India Equity Savings Fund - Direct Plan - Growth,45.5185,
PGIM India Equity Savings Fund - Direct Plan - Half yearly Dividend option,12.3735,
PGIM India Equity Savings Fund - Direct Plan - Monthly Dividend,13.4205,
PGIM India Equity Savings Fund - Direct Plan - Quarterly Dividend,12.7923,
PGIM India Equity Savings Fund - Direct Plan - Regular Dividend Option,12.1329,
PGIM India Equity Savings Fund - Growth Option,40.9347,
PGIM India Equity Savings Fund - Monthly Dividend option,12.455,
PGIM India Equity Savings Fund - Quarterly  Dividend,12.3639,
PGIM India Equity Savings Fund - Regular Plan - Regular Dividend Option,12.1179,
,,
,,
,,
SBI Equity Savings Fund - Direct Plan - Growth,19.0494,
SBI Equity Savings Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),17.4294,
SBI Equity Savings Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),18.0395,
SBI Equity Savings Fund - Regular Plan - Growth,17.4892,
SBI Equity Savings Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),16.2142,
SBI Equity Savings Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),16.538,
,,
,,
,,
Sundaram Equity Savings Fund (Formerly Known as  Principal Equity Savings Fund) - Direct Plan - Income Distribution CUM Capital Withdrawal Option - Half Yearly,13.5619,
Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund) - Direct Plan - Growth Option,56.9476,
Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund) - Growth Option,50.9492,
Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund) -Quarterly Income Distribution CUM Capital Withdrawal,14.3944,
Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option - Quarterly,20.1247,
Sundaram Equity Savings Fund (Formerly Known as Principal Equity Savings Fund)- Half Yearly Income Distribution CUM Capital Withdrawal,13.1312,
,,
,,
,,
Tata Equity Savings Fund -Regular Plan-Growth Option,42.0794,
Tata Equity Savings Fund- Direct Plan- Growth Option,46.6951,
Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option,20.158,
TATA Equity Savings Fund- Regular Plan -Monthly Payout of IDCW option,14.7389,
Tata Equity Savings Fund-Direct Plan - Monthly Payout of IDCW Option,17.4885,
Tata Equity Savings Fund-Direct Plan - Periodic Payout of IDCWS Option,22.818,
,,
,,
,,
Union Equity Savings Fund - Direct Plan - Growth Option,13.7,
Union Equity Savings Fund - Direct Plan - IDCW Option,13.7,
Union Equity Savings Fund - Regular Plan - Growth Option,13.33,
Union Equity Savings Fund - Regular Plan - IDCW Option,13.33,
,,
,,
,,
UTI Equity Savings Fund - Direct Plan - Growth Option,14.4067,
UTI Equity Savings Fund - Direct Plan - IDCW,14.4067,
UTI Equity Savings Fund - Direct Plan - Monthly IDCW,14.4075,
UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,14.4066,
UTI Equity Savings Fund - Regular Plan - Growth Option,13.8309,
UTI Equity Savings Fund - Regular Plan - IDCW,13.8309,
UTI Equity Savings Fund - Regular Plan - Monthly IDCW,13.8309,
UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,13.8308,
,,
,,
,,
,,
,,
Aditya Birla Sun Life Multi Asset Allocation Fund-Direct Growth,9.8125,
Aditya Birla Sun Life Multi Asset Allocation Fund-Direct IDCW,9.812,
Aditya Birla Sun Life Multi Asset Allocation Fund-Regular Growth,9.791,
Aditya Birla Sun Life Multi Asset Allocation Fund-Regular IDCW,9.7914,
,,
,,
,,
Axis Triple Advantage Fund - Direct Plan - Growth Option,31.4572,
Axis Triple Advantage Fund - Direct Plan - IDCW,20.9736,
Axis Triple Advantage Fund - Regular Plan - Growth Option,27.7976,
Axis Triple Advantage Fund - Regular Plan - IDCW,16.7538,
,,
,,
,,
Baroda BNP Paribas Multi Asset Fund - Direct Plan - Growth Option,9.894,
Baroda BNP Paribas Multi Asset Fund - Direct Plan - IDCW Option,9.894,
Baroda BNP Paribas Multi Asset Fund - Regular Plan - Growth Option,9.8507,
Baroda BNP Paribas Multi Asset Fund - Regular Plan - IDCW Option,9.8507,
,,
,,
,,
HDFC Multi-Asset Fund - Growth Option,49.344,
HDFC Multi-Asset Fund - Growth Option - Direct Plan,53.584,
HDFC Multi-Asset Fund - IDCW Option,13.822,
HDFC Multi-Asset Fund - IDCW Option - Direct Plan,16.195,
,,
,,
,,
ICICI Prudential Multi-Asset Fund - Direct Plan - Growth,513.3028,
ICICI Prudential Multi-Asset Fund - Direct Plan - IDCW,38.5388,
ICICI Prudential Multi-Asset Fund - Growth,474.5821,
ICICI Prudential Multi-Asset Fund - IDCW,24.8354,
ICICI Prudential Multi-Asset Fund- Institutional Growth Option,22.849,
ICICI Prudential Multi-Asset Fund-Institutional Option - I,43.0129,
,,
,,
,,
Motilal Oswal Multi Asset Fund - Direct Plan - Growth Option,11.1327,
Motilal Oswal Multi Asset Fund - Regular Plan - Growth Option,10.7467,
,,
,,
,,
Nippon India Multi Asset Fund - Direct Plan - Growth Option,13.8365,
NIPPON INDIA MULTI ASSET FUND - DIRECT Plan - IDCW Option,13.8365,
NIPPON INDIA MULTI ASSET FUND - IDCW Option,13.321,
Nippon India Multi Asset Fund - Regular Plan - Growth Option,13.321,
,,
,,
,,
quant Multi Asset Fund - IDCW Option - Direct Plan,80.9248,
quant Multi Asset Fund - IDCW Option - Regular Plan,77.5198,
quant Multi Asset Fund-GROWTH OPTION - Regular Plan,84.4727,
quant Multi Asset Fund-GROWTH OPTION-Direct Plan,87.7987,
,,
,,
,,
SBI Multi Asset Allocation Fund - Direct Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW),24.1619,
SBI MULTI ASSET ALLOCATION FUND - DIRECT PLAN - GROWTH,42.407,
SBI Multi Asset Allocation Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),19.0423,
SBI Multi Asset Allocation Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),20.1431,
SBI Multi Asset Allocation Fund - Regular Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW),22.0814,
SBI MULTI ASSET ALLOCATION FUND - REGULAR PLAN - GROWTH,39.0552,
SBI Multi Asset Allocation Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),17.4632,
SBI Multi Asset Allocation Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),17.4465,
,,
,,
,,
Tata Multi Asset Opportnities Fund-Direct Plan-Dividend Reinvestment,16.9111,
Tata Multi Asset Opportunities Fund-Direct Plan-Dividend Payout,16.9111,
Tata Multi Asset Opportunities Fund-Direct Plan-Growth,16.9111,
Tata Multi Asset Opportunities Fund-Regular Plan-Dividend Payout,15.9936,
Tata Multi Asset Opportunities Fund-Regular Plan-Dividend Reinvestment,15.9936,
Tata Multi Asset Opportunities Fund-Regular Plan-Growth,15.9936,
,,
,,
,,
UTI - Multi Asset Fund - Regular Plan - Growth Option,45.4107,
UTI - Multi Asset Fund- Direct Plan - Growth Option,49.202,
UTI Multi Asset Fund - Direct Plan - IDCW,21.735,
UTI Multi Asset Fund - Regular Plan - IDCW,19.4445,
,,
,,
,,
,,
,,
ICICI Prudential Blended Plan B -  Dividend Option - I,15.0425,
ICICI Prudential Blended Plan B -  Growth Option - I,23.9631,
ICICI Prudential Blended Plan B -  Monthly Dividend Option - I,10.266,
ICICI Prudential Blended Plan B - Daily Dividend Option - I,12.4926,
ICICI Prudential Blended Plan B - Direct Plan -  Dividend Option - I,17.7362,
ICICI Prudential Blended Plan B - Direct Plan -  Growth Option - I,24.0808,
ICICI Prudential Blended Plan B - Direct Plan -  Monthly Dividend Option - I,10.3063,
ICICI Prudential Blended Plan B - Direct Plan - Half Yearly Dividend Option - I,10.0227,
ICICI Prudential Blended Plan B - Direct Plan - Quarterly Dividend Option - I,10.7,
ICICI Prudential Blended Plan B - Half Yearly Dividend Option - I,10.3661,
ICICI Prudential Blended Plan B - option I-Bonus,11.9703,
ICICI Prudential Blended Plan B-Direct Plan -  Daily Dividend Option - I,12.032,
ICICI Prudential Child Care Plan Study - Cumulative,69.6122,
ICICI Prudential Child Care Plan Study - Direct Plan- Cumulative,72.4243,
ICICI Prudential Dynamic Bond Fund - Annual Dividend,10.6484,
ICICI Prudential Dynamic Bond Fund - Bonus,19.6984,
ICICI Prudential Dynamic Bond Fund - Daily Dividend,10.0171,
ICICI Prudential Dynamic Bond Fund - Direct Plan -  Daily Dividend,10.5669,
ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,20.425,
ICICI Prudential Dynamic Bond Fund - Direct Plan -  Half Yearly Dividend,10.2129,
ICICI Prudential Dynamic Bond Fund - Direct Plan -  Monthly Dividend,10.4618,
ICICI Prudential Dynamic Bond Fund - Direct Plan - Annual Dividend,10.6164,
ICICI Prudential Dynamic Bond Fund - Direct Plan - Bonus Option,20.23,
